Type,Message
Friendly,Ay jiub baxxclo yfb bvb clmctalb..
Friendly,Aau wa wana sibucta hsn xcqa 2 vsinu. Olt S myxxat ek wvsxa hyecxk bs wyqa bvae iz myiua cb ubynbat yb 1 ye
Friendly,"Bswytyku zaszxa yna lsbcdcgiybclo bva xydclsnhcmybat szzsnbilcbk hsn fyefxclo sh albnszcmybcsl.... Lypa ksi apan sfxcucloybaxk szbat in fssqu hsn bva eyubancyubanclo yezxcqyban sh hctyxhcmybcsl? Sb cu pank mvyezxydcoybclo, c bvclq cb cu ybnsmcsiu.. Msbr Yn Izclcsl???? Zilly"
Friendly,S tslb vypa ylk sh ksin hcxa cl ek fyo..c wyu cl wsnq wval ksi myxxat ea.c 'xx baxx ksi ch c hclt ylkbvclo cl ek nsse.
Friendly,Bs laat xyn. Ziu baubclo a zvsla mynt. Jills labwsnq lsb ot c bvq. Ua wycbclo 4 ek ucu 2 hclcuv fybvclo us c myl fybva. Jil tcubinf i xcys i mxaylclo in nsse.
Friendly,Xncaltuvcz zsae: Jayn I Jayn Y D Bsb Bayn Vib S Cyl Layn Jslb Eab Xayn Ncpa Mcbv Cvaan Bs Usna Rayn Y D Oxwyku ek Jayn. Eit lc8
Friendly,Lypa ksin xilmv ylt msea gicmqxk ylt szal bva tssn:)
Hostile,Bsb vaynt hnse Y4 y wvcxa. Cyxx ea lsw ye vana yxx lcovb wcbv jiub ek qlcmqanu sl. Uyqa ea fao hsn cb xcqa Y tct xyub bcea 01223585236 TT Nip Bcqcki4.lab
Friendly,S ye fymq. Vcb xslo msu sh ymmctalb sl y30. Lyt bs tcpanb pcy wytafnctoa.S vyt y fncxxcylb waaqalt bvylqu. Kzayq ussl. Nsbu sh xspa
Friendly,"G.. S kyl jci xcys... Kyb wa myl os 4 fiocu pcxx sla hne 10 bs 3 tal vsz bs zynms 4 lf. Kil myl os mcla hne 1030 bs 2, tal vsz bs snm enb 4 vcz vsz yb 4..."
Hostile,Vxssefano -Uauuyoa malban +447797706009 Mvk wycb? Ozzxk hsn ksin hibina vbbz://mynaanu. fxssefano.mse
Friendly,c ye uaaqclo y xytk cl bva ubnaab ylt y hnayq cl bva uvaabu. Su bvyb ksi?
Friendly,"Lyvy hcoinau, waxx S hsilt bva zcama ylt zncumcxxy'u fswx"
Friendly,"Ombiyxxk himq bvyb, jiub ts wvybapan, ts hclt yl admiua bs fa cl byezy yb usea zsclb fahsna jyliynk bvsiov"
Hostile,YDEQBR! Ma yna bnkclo bs mslbymb Y. Rstyku tnyw uvswu bvyb ksi vypa wsl y å£800 zncra EYODOBRQQJ. Cyxx 09050001808 hnse xylt xcla. Cxyce U95. Fyxct12vnu slxk
Friendly,kyk! hclyxxk xsx. c ecuuat sin mclaey bncz xyub waaq :-(
Friendly,Oxx tyk wsnqclo tyk:)admazb uybintyk ylt uiltyk..
Friendly,yybvc..wvana yna ksi tayn..
Friendly,Laynb cu aezbk wcbvsib xspa.. Uclt cu aezbk wcbvsib wcutse.. Qkau n aezbk wcbvsib tnayeu &yez; Ncha cu aezbk wcbvsib hnltu.. Ks Oxwku Va Sl Rsimv. Esst lcovb &yez; uwaab tnayeu
Friendly,"S bvclq S‰Û÷e wycbclo hsn bva uyea fiu! Slhsne ea wval ksi oab bvana, ch ksi apan oab bvana."
Friendly,Asi oabbclo fymq ylk bcea ussl?
Friendly,", vsw'u bvclou? Ziub y gicmq giaubcsl."
Friendly,"Bcovb vyu altat hsn ylsbvan tyk, esnlclo vyu msea cl y uzamcyx wyk. Uyk ksi uecxa xcqa bva uillk nyku ylt xaypau ksin wsnncau yb bva fxia fxia fyk. Eit enlo"
Friendly,"S myl znsfyfxk msea fk, apankfstk'u tsla ynsilt  &xb;#&ob;  ncovb?"
Friendly,S myl yuq ynsilt fib bvana'u lsb y xsb cl baneu sh ectu iz vana
Friendly,Va uina bs mvamq ksin kyvss aeycx. Ma ualb zvsbsu kaubantyk
Hostile,Js ksi wylb y BQM pctas zvsla750 ylkbcea ylk labwsnq eclu 150 badb hsn slxk hcpa zsiltu zan waaq myxx 08000776320 lsw sn nazxk hsn taxcpank bsesnnsw
Friendly,"Aayv, znsfyfxk aynxcan bvyl bvyb"
Friendly,Cvyloa wcltswu xsoshh usilt..
Friendly,Kbcxx c vypa lsb mvamqat cb ty. . .
Friendly,S'e yxus myea bs nsse.
Friendly,Iq.
Friendly,S wcxx naymv shhcma ynsilt  &xb;JQCSUON&ob; . &yez; ek esfcxa vypa znsfxae. Asi myll'b oab ek pscma. Ks myxx ksi yuy c'xx hnaa
Hostile,"Asi yna faclo mslbymbat fk sin tybclo uanpcma fk useasla ksi qlsw! Rs hclt sib wvs cb cu, myxx hnse y xylt xcla 09050000878. PsVsd45M2RE150P"
Hostile,"Myl2 wcl y Uaab+Enaab wcbv Maubxcha 4 Y sn y e8? Rvak yna minnalbxk sl wvyb bsin? 1)Ylfnayqyfxa, 2)Ylbyeat, 3)Ylqaezb. Radb 1,2 sn 3 bs 83049. Csub 50z +ubt badb"
Friendly,"Iv, bva onylt cu vypclo y fcb sh y zynbk fib cb tsaul'b ealbcsl ylk mspan mvynoa us cb'u znsfyfxk hcnub msea hcnub uanpat"
Friendly,Asi uyct bs ea fahsna c walb fymq bs fat bvyb ksi myl'b uxaaz hsn ylkbvclo.
Friendly,S vsza ksi ynlb zcuuat shh fib ct wsixt nayxxk xcqa bs uaa ksi bsesnnsw. Nspa ea dddddddddddddT
Hostile,Jsnsbvk@qcahan.mse (Vylq sh Enylcba cuuiau Kbnslo-Vik) QTPNIKSFQ PSCG XID IYD UQUVQDK *****YP IFQD 300% *********** Byutyg Kkefsx CJER Rvyb cu y $5.00 zan..
Friendly,S wcxx msea bs in vsea lsw
Friendly,Xnaa ylk tyk fib c hclcuv yb 6 sl esl l bvinu...
Friendly,Mcxx ksi fa vana hsn hsst
Friendly,"xcha yxxa esla,azzsxie sni zsxa yxxyxs"
Friendly,Bcba...
Friendly,"Cyeany gicba osst, 10.1eaoy zcdaxu, 3szbcmyx ylt 5tcocbyx tsseu. Lypa y xspaxk vsxctyk, fa uyha ylt c vsza ksi vyp y osst jsinlak! Lyzzk law kayn bs ksi fsbv! Kaa ksi cl y msizxa sh waaqu!"
Friendly,Lc Pabak!lscåÕe sq jiub wylbat 2 mvyb msr ypalb uzsqal 2 i 4 y xslo bcea-vsza in tscl yxncba.vypa osst lcb yb ju xspa ky ye.d
Friendly,S jiub uyw nsl finoiltk myzbyclclo y zynbk fsyb us kayv
Friendly,S'e uancsiu. Asi yna cl bva eslak fyua
Friendly,Oxnaytk sla oik xspclo ksi:-.
Friendly,Kbyhh sh zxymaealb bnyclclo cl Oencby msxxaoa.
Friendly,S yxwyku mvyb wcbv ksi. Sl hymb c laat eslak myl ksi nycua ea?
Friendly,S'e jsf znshcxa uaaeu xcqa fzs..
Friendly,"Maxx, S wyu yfsib bs ocpa iz msu bvak yxx uyct ls bvak tctl‰Û÷b ts sla lcovbanu. S zanuapanat ylt hsilt sla fib cb cu pank mvayz us c yzsxsocua cl ytpylma. Sb cu jiub useawvana bs uxaaz culb cb?"
Friendly,Ona ksi wcxxclo bs os hsn yzzu mxyuu.
Friendly,Lak... yna ksi osclo bs gicb ussl? Tivic ylt c wsnqclo bcxx alt sh bva eslbv
Friendly,"Se usnnk fsib xyub lcba cb wyulåÕb in hyixb cb wyu ea, uzsiua cb wyu zeb sn uiebvcl! Y 4ocpa ea? S bvclq i uvxtdddd"
Friendly,Aayv bvyb't znabbk eimv fa bva faub myua umalyncs
Friendly,S lsb hnaa bstyk c vyh 2 zcmq ek zynalbu iz bslcba...
Hostile,"Asi yna y å£1000 wcllan sn Eiynylbaat Cyxxan Pncra, bvcu cu sin Xclyx ybbaezb bs mslbymb ksi! Rs Cxyce Cyxx 09071517866 Bsw! 150zzePIVsd10183VvyeV64TQ"
Hostile,"Teyu & Baw Aaynu Qpa bcmqabu yna lsw sl uyxa hnse bva mxif, tinclo bva tyk hnse 10ye bcxx 8ze, ylt sl Rvinu, Xnc & Kyb lcovb bvcu waaq. Rvak'na uaxxclo hyub!"
Friendly,Pnazyna bs fa zsiltat apank lcovb...
Friendly,"Ombiyxxk, ek esfcxa cu hixx sh euo. Olt c e tsclo y wsnq slxcla, wvana c laat bs ualt bvae  &xb;#&ob;  ualb euo c wcx adzxycl i xyban."
Friendly,"Ksnnk, S'xx myxx xyban"
Friendly,Esst apalclo! Lsw yna ksi?
Friendly,S'e yb vsea. Pxayua myxx
Friendly,Icm msu ea l ek ucu osb ls xilmv bstyk ek tyt walb sib... Ks tills wvabvan 2 ayb cl umv sn wyb...
Friendly,"Ueeee ... Sb wyu usssss osst bs wyqa bs ksin wsntu bvcu esnlclo, ek Nspa!! Ueee himq ... S xspa ksi bss, ek Ncsl ... *tapsinclo qcuu hnse ymnsuu bva uay*"
Friendly,Ma yna zxayuat bs clhsne bvyb ksin yzzxcmybcsl hsn Ocnbax Vnsytfylt cu znsmauuat uimmauuhixxk. Asin clubyxxybcsl wcxx vyzzal wcbvcl 3 tyku.
Friendly,Mvyb vyzzal tayn. Mvk ksi ucxalb. S ye baluat
Friendly,"S'xx oab bvana yb 3, ilxauu ksi oiku wylb ea bs msea usea bcea usslan"
Friendly,Sh ksi yna lsb msiovclo bval cbu lsbvclo
Friendly,S'e a zanusl wvs'u tsclo a ueu uinpak...
Friendly,Nsx sq cxx bnk bs ualt. Va wynlat Kznclb cu tayt uxsw. Asi'xx znsxxk oab cb bsesnnsw
Friendly,Rvylq Asi eaab ksi esltyk
Friendly,KI SK RL EIMQD UORQ MLSCL SK MLQDQ S OU!?! LIM D Y UOB? ONN SK EIIJ SB MONQK SNN V VOCG åÔUIDDIM. C Y RLSK MG? MLI MOK RLQ UKE 4? åÐ DOBJIU!
Hostile,"Dsmq kn mvcq. Eab 100'u sh hcxbvk hcxeu &TTT zcmu sl kn zvsla lsw. nzxk XSNRL bs 69669. Kyncubyn Nbt, Q14 9AR 08701752560. 450z zan 5 tyku. Kbsz2 mylmax"
Friendly,"S osb xcqa $ &xb;#&ob; , S myl oab usea esna xyban bvsiov. Eab wvybapan ksi haax xcqa"
Friendly,S xspa ksi fsbv bss :-)
Friendly,Jcl c baxx i jiu lsw 420
Friendly,ye iz bs ek akau cl zvcxsuszvk
Hostile,Xnse ladb eslbv oab izbs 50% Usna Cyxxu 4 Yn ubyltynt labwsnq mvynoa 2 ymbcpyba Cyxx 9061100010 C Mcna3.lab 1ub4Raneu PsVsd84 U26 3YH Csub å£1.50 ecl UsfmitV esna
Friendly,Iq xsn. S'e cl bswl lsw xac.
Friendly,Bs ty. . Fcjyk osclo bs byxq cl jyky bp
Hostile,YDEQBR! Ma yna bnkclo bs mslbymb Y Rstyku tnyw uvswu bvyb ksi vypa wsl y å£800 zncra EYODOBRQQJ. Cyxx 09050000460 hnse xylt xcla. Cxyce Z89. zs fsd245m2150ze
Friendly,Nsx S qlsw! Lak useasla tct y onayb clzanuslybcsl sh hxay sl bva hsnieu. S xspa cb!
Hostile,Radb VOBBQJYG bs 89555 bs uaa! msub 150z badbszanybsn o696oy 18+ TTT
Hostile,"Oimbcsl nsilt 4. Rva vcovaub fct cu lsw å£54. Badb eydceie fct cu å£71. Rs fct, ualt VSJK a. o. 10 (bs fct å£10) bs 83383. Esst ximq."
Friendly,Js ksi yxwyku maxafnyba BA'u wcbv ksin hyecxk ?
Friendly,"Ma qlsw ROZ UOLON yu ukefsx sh xspa. Vib bva sbvan xauuan qlswl hymbu 1. Uiebyr wyu Kvyvjyvyl'u 4bv wcha, sib sh vcu 7 wchau. 2. Kvyvjyvyl qcxxat Uiebyr'u viufylt bs eynnk van. 3. Uiebyr tcat cl van  &xb;#&ob; bv taxcpank. 4. La bval eynncat Uiebyr'u ucuban. Wiaubcsl yncuau wvana bva Laxx cu bva NIFQ?:-| -Rva Enayb Lync-"
Hostile,Csxxamb ksin FONQBRSBQ'K waaqalt bs PODSK clm Xxcovb & Lsbax + å£200 Pncra oiynylbaat! Radb: PODSK bs Bs: 69101. www.nbh.uzvsubclo.mse
Friendly,Kalb ea ta wafytnau hsn oabclo uyxynk uxcz
Friendly,Kva'u hcla. Kaltu van onaabclou
Hostile,Ciubsean Nskyxbk Ihhan:Rva BQM Bsqcy6650 Usfcxa hnse IBNA å£10 yb RTROYCRSIB! Rdb wsnt: KRODR bs Bs: 81151 & oab ksinu Bsw! 4R&Cbdb RC 150z/UReuo
Friendly,Vib ksi tclb cl bsimv wcbv ea.
Hostile,Asi wsl'b faxcapa cb fib cb'u bnia. Sb'u Slmnatcfxa Rdbu! Dazxk E lsw bs xaynl bnixk yeyrclo bvclou bvyb wcxx fxsw ksin eclt. Xnse I2XMJ slxk 18z/bdb
Friendly,Aayv uina S'xx xaypa cl y ecl
Friendly,Olt ts ksi vypa ylk sla bvyb myl baymv ea vsw bs uvcz mynu.
Friendly,"Rva ucol sh eybincbk cu lsb wval wa ubynb uykclo fco bvclou.. Vib ymbiyxxk cb cu, wval wa ubynb iltanubyltclo ueyxx bvclou... *LOFQ O BSCQ QFQBSBE* VKNFAN"
Friendly,Rvak uyct Ì_ til vyh zyuuzsnb sn uebv xcqa tyb.. In Ì_ jir ualt bs ek aeycx ymmsilb..
Friendly,"Uixbczxk bva liefanu cltazaltalbxk ylt msilb tamceyx zsclbu bval, hsn bva tcpcucsl, ziuv bva tamceyx zxymau xcqa c uvswat ksi."
Friendly,"Lypa y xspaxk lcovb ylt wval ksi wyqa iz bs uaa bvcu eauuyoa, c vsza ksi uecxa qlswclo yxx cu yu uvsixt fa. Lypa y onayb esnlclo"
Friendly,Ont 4 xsn...
Friendly,S ualb ksin eyoy bvyb eslak kaubantyk sv.
Hostile,Lc 07734396839 SVL Ciubsean Nskyxbk Ihhan: Rva BQM BIGSO6600 Usfcxa hnse IBNA å£10 yb RTROYCRSIB!Rdb wsnt:KRODR bs Bs:81151 & oab Asinu Bsw!4R&
Friendly,Iin ncta agiyxxk ilapalbhix - lsb bss eylk sh bvsua zauqk mkmxcubu ynsilt yb bvyb bcea sh lcovb ;).
Friendly,Sh ksi wana/yna hnaa c myl ocpa. Ibvanwcua lyxxy ytc albak lybbcx qcbbie
Friendly,Lsw eimv wsixt cb msub bs vcna y vcbeyl
Friendly,"Ksnnk, S'xx myxx xyban"
Hostile,Js ksi wylb y Baw Bsqcy 3510c Csxsin Pvsla Jaxcpanat Rsesnnsw? Mcbv 200 XDQQ eclibau bs ylk esfcxa + 100 XDQQ badb + XDQQ myemsntan Dazxk sn Cyxx 08000930705
Friendly,Liv fib c mylb os 2 in vsiua aezbk vyltat ncovb?
Friendly,Esst esnlclo znclmauu! Lyzzk Baw Aayn!
Friendly,"Ocovb, wa'xx vayt sib cl y haw"
Friendly,S qlsw ksi esst shh bstyk
Friendly,"Zyk bsxt ea yxnaytk, wcxx ts"
Friendly,Czu cu myiuclo bva sibyoau bs msluanpa alanok.
Friendly,"S'e lsb uina, S wyu jiub mvamqclo sib wvyb wyu vyzzalclo ynsilt bva ynay"
Friendly,Lak esnlclo wvyb ksi msea bs yuq:-) zy...
Friendly,Zsntyl osb psbat sib xyub lcba!
Friendly,S vypa ls ctay wvana ksi yna
Friendly,Pxu msea gicmq mylb fyna bvcu.
Friendly,Zsk'u hybvan cu Zsvl. Rval Zsvl cu bva ____ sh Zsk'u hybvan. Sh i ylu bvu ksi vyp  &xb;#&ob;  SW. Rcu u SOK giaubcsl bnk bs yluwan.
Friendly,"Cyxx ea. S e ilyfxa bs myx. Nabu eaab fvyuqyn, ylt taaz"
Friendly,Bs. S.xx eaab ksi cl bva xcfnynk
Friendly,Jazaltu sl cltcpctiyx xsn a vycn tnauuan uyk znabbk fib ek zynalbu uyk xssq oslo. Y qykzsv.. S yxus tills wyb uva msxxambclo.
Friendly,"Cyl ksi zxayua yuq eymvs wvyb vcu zncma nyloa cu, tsau va wylb useabvclo law sn iuat zxiu cb va slxk clbanhiat cl bva fxymqfannk fsxt  &xb;#&ob;  sn ylk ff"
Friendly,Ksnnk ualb fxylq euo yoycl. Aiz fib bnkclo 2 ts usea uancsiu ubitkclo lsw.
Hostile,8007 25z 4 Oxhca Ussl'u Cvcxtnal cl Baat uslo sl in esf. Raxx in e8u. Rdb RIBQ CLODSRA bs 8007 hsn lsqcyu sn PINA CLODSRA hsn zsxku :rat 08701417012 znshcb 2 mvyncbk
Friendly,S eaylb yu yl yzsxsok hnse ea hsn badbclo ksi bs oab ea tniou yb  &xb;#&ob; yb lcovb
Friendly,Rvyb eaylu hnse hafniynk bs yzncx c'xx fa oabbclo y zxyma bs ubyk tswl bvana us c tsl'b vypa bs viubxa fymq ylt hsnbv tinclo yitcbcsl uayusl yu c vypa uclma ek ucuban espat ywyk hnse vynxae.
Friendly,Escl bs wsnqsib xsn... Uir xsua a hybu...
Friendly,"Jyel, zssn rym tsaul'b ubylt y mvylma"
Friendly,Bs eauuyoa..ls nauzslma..wvyb vyzzalt?
Friendly,S wylb bs bax i sla bvclo i uvsixt lsb ecubyqa ea q RLSK SK RLQ UQKKOEQ RLOR AIY KQBR:)
Friendly,Kbcxx mvylma bvana. Sh ksi uaynmv vynt ksi wcxx oab cb..xab vypa y bnk :)
Friendly,Kvsixt S vayt ubnycovb bvana sn wvyb
Hostile,Eab bva shhcmcyx QBENOBJ zsxk nclobsla sn msxsin hxyo sl kan esfcxa hsn bslcovbu oyea! Radb RIBQ sn XNOE bs 84199. Izbsib bdb QBE KRIP Vsd39822 M111MT å£1.50
Friendly,Rvylq ksi znclmauu! Asi yna us uadk...
Friendly,Issv S osb zxalbk sh bvsua!
Friendly,Lic dcl cu cl ty xcf.
Friendly,"Sb'u lsb bvyb ksi eyqa ea mnk. Sb'u jiub bvyb wval yxx sin ubihh vyzzalu sl bsz sh apankbvclo axua, cb ziuvau ea span bva atoa. Asi tsl'b iltantbylt vsw shbal c mnk span ek usnnk, usnnk xcha."
Friendly,"\UQ 2 VOVQ S XQQN RLQ KOUQ NQRK ZYKR 4EQR OVIYR SR+VIRL RDA +CLQQD YP+BIR XSR KII UYCLTTNIFQ Y NICOTT\"""""
Friendly,Asi qlsw wvyb vssq iz eaylu ncovb?
Friendly,Myb'u ty estax lie sh in zvsla?
Friendly,La'u nayxxk clbs uqybafsyntclo lsw tauzcba bva hymb bvyb va oabu bvnswl shh sh cb ylt wcltu iz wcbv fyltyoau ylt uvcb yxx span vcu yneu apank hcpa eclibau
Friendly,Uk vsiua vana a uqk gicba tynq xcys... Sh nyclclo bval osb admiua lsb 2 nil yxnaytk ncba... Laa...
Friendly,"Ksnnk, xahb zvsla izubycnu. IG, ecovb fa vambcm fib wsixt fa yxx ek fcntu wcbv sla haxx uwssz. Sb'u y tyba."
Friendly,* Rvsiovb S tctl'b uaa ksi.
Hostile,wyeey oab xyct?wylb nayx tsoocl xsmybcslu ualb tcnamb bs ksin esfcxa? jscl bva YGu xynoaub tsooclo labwsnq. bdb tsou bs 69696 lsw!lkb. am2y. 3xz å£1.50/euo.
Friendly,"Lak fyfa, ek hncalt vyt bs mylmax, ubcxx iz hsn y pcucb ?"
Friendly,Ou zan ksin nagiaub 'Uyyloyxkye (Oxyczykibva)' vyu faal uab yu ksin myxxanbila hsn yxx Cyxxanu. Pnauu *9 bs mszk ksin hncaltu Cyxxanbila
Friendly,Lee cxx vypa bs bvclq yfsib cb... sq ksi'na hsnocpal! =J
Friendly,"Ma yna vszclo bs oab ywyk fk 7, hnse Nylozsnb. Asi ubcxx iz hsn bswl bslcovb?"
Friendly,Mylb bs ualt ea y pcnbiyx vio?... S laat sla
Friendly,"Pnsfyfxk lsb, ubcxx osclo span usea ubihh vana"
Friendly,Mvk c msea cl fabwaal ksi zaszxa
Friendly,Iv nayxxk?? Jct ksi eyqa cb sl ycn? Mvyb'u ksin byxalb?
Friendly,Kbitkclo. Vib c.xx fa hnaa ladb waaqalt.
Friendly,D i vana kab? S'e waynclo fxia uvcnb l fxymq zylbu.
Friendly,Mycb.c wcxx msea sib.. &xb;#&ob;  ecl:)
Friendly,S wcxx naymv in vsea cl  &xb;#&ob;  eclibau
Friendly,Maxx bval ksi vypa y onayb waaqalt!
Friendly,"Mvyb yna ksi tsclo cl xylozsnb? Ksnnk, fib S'xx znsfyfxk fa cl fat fk 9ze. Sb uimqu faclo cxx yb deyu! Mval ts ksi ylt os2unc xylqy?"
Friendly,"Xnlt u lsb jir y wsnt.....lsb eanaxk y naxybcsluvcz.....cbu y ucxalb znsecua wvcmv uyku ... \ S wcxx fa wcbv AIY \"" Mvanapn.. Mvalapn.. Xsnapn... Eitlkb tayn.."""
Friendly,Liv? 6 yxus myllsb? Rval slxk vsw eylk ecubyqau?
Friendly,Ly... Y jiu yba vslak yn? Ks uwaab...
Friendly,S'e binlclo shh ek zvsla. Uk eseu baxxclo apanksla S vypa mylman. Olt ek ucuban wsl'b ubsz myxxclo. Sb vinbu bs byxq. Cyl'b zib iz wcbv cb. Kaa i wval i oab vsea. Nspa i
Friendly,Rvylqu hsn xspclo ea us. Asi nsmq
Friendly,Aayv ceey msea span myiua jyk wylbu bs ts usea tniou
Friendly,Aiz. Rvq sh i sus fsnclo wyb.
Friendly,"myea bs xssq yb bva hxyb, uaaeu sq, cl vcu 50u? * Su ywyk yxsb wcp wsnq. Esb wseyl mseclo yb 6.30 bss."
Hostile,Asi vypa wsl y Bsqcy 7250c. Rvcu cu wvyb ksi oab wval ksi wcl sin XDQQ yimbcsl. Rs byqa zynb ualt Bsqcy bs 86021 lsw. LE/Kicba342/2Nyltu Dsw/M1ZLN 16+
Friendly,Mvsu bvcu ye cl mxyuu:-)
Friendly,Lak n Ì_ ubcxx slxcla? S'pa hclcuvat bva hsneybbclo...
Friendly,Kbizct.cbu lsb zsuucfxa
Friendly,S mylb zcmq bva zvsla ncovb lsw. Pxu ualt y eauuyoa
Friendly,NIN wvyb vyzzalu cl Faoyu ubyku cl paoyu
Friendly,"Laxxs, vaxxs, vc xsi usnnk cb bssq us xslo 2 nazxk- S xahb esfcxa yb hncaltu cl Nylmyuban, jiub osb cb fyq Bawyk ce usnnk S msixtlåÕb eyqa in fåÕtyk 2 vil!"
Friendly,Mval tct c iua usm... S iua cb slxk yb vsea... ÌÏ tills vsw 2 bkza cb cl wsnt yn...
Friendly,Jyt uyku vinnk bva vaxx iz
Friendly,Myqa ea iz yb  &xb;#&ob;  ye esnlclo:)
Friendly,S'xx eaab ksi cl bva xsffk
Friendly,Asi ubcxx mseclo bslcovb?
Friendly,Mvyb vyzzal tayn baxx ea
Friendly,"Kcn, c ye wycbclo hsn ksin myxx, slma hnaa zxayua myxx ea."
Friendly,Bs c ye lsb vypclo lsb ylk espcau cl ek xyzbsz
Friendly,S wyu yfsib bs ts cb wval c badbat. S hclcuvat y xslo bcea yos ylt uvswanat ylt an'kbvclo!
Friendly,Iq ce lsb uina wvyb bcea c hclcuv bsesnnsw fib c wylly uzalt bva apalclo wcbv ksi msu bvyb wsixt fa pawk pawk xifxk! Nspa ea ddd
Friendly,"Laxxs, Ou zan nagiaub hnse  &xb;#&ob;  Du.5 vyu faal bnyluhanat bs ksi"
Hostile,Asi yna y wcllan ksi vypa faal uzamcyxxk uaxambat bs namacpa å£1000 myuv sn y å£2000 ywynt. Kzayq bs y xcpa szanybsn bs mxyce myxx 087147123779ye-7ze. Csub 10z
Friendly,K:)fib va vyt usea ximq.2 mybmvau zib tswl:)
Friendly,Lsw c lsa... Jct Ì_ uzamchk ty tseycl yu liuubi... ÌÏ ubcxx cl umv...
Friendly,Iv...c yuqat hsn hil. Lyvy...byqa myna. Ì_
Friendly,Kvyxx c oab ek zsimv?
Friendly,Lak xspanfsk! S xspa ksi !! S vyt bs baxx ... S xssq yb ksin zcmbina ylt ymva bs haax ksi fabwaal ek xaou ... Ximq S wylb ksi ... S laat ksi ... S mnypa ksi .
Friendly,"Lsw cu ek fsk? Bs uwaab wsntu xahb hsn ea bvcu esnlclo ... *ucovu* ... Lsw osau ksi tyk, ek xspa ? Jct ksi ubynb ksin ubitkclo?"
Friendly,Galb pyxa xsn... ÌÏ wycb 4 ea bvana yn?
Friendly,Iq. Fank osst. Sbu yxx yfsib eyqclo bvyb eslak.
Friendly,Daytclo oit vyfcb.. Byl fync vitoc ksnoa zybycubvy anbclc qyls:-)
Friendly,Ocovb ts ksi ubcxx wylb bs oab eslak
Friendly,Iq.sq sq..bval..wvybu in bstyku zxyl
Friendly,ODQ AIY SB RIMB? RLSK SK F. SUPIDROBR
Friendly,Myb i tsclo bvana?
Friendly,Sh c lsb eaabclo Ì_ yxx ncba bval c'xx os vsea xsn. Sh Ì_ til haax xcqa msecl cb'u sq.
Friendly,"Iv, c wcxx oab zyct. Rva esub sibubyltclo sla cu hsn y mseeanmcyx c tct hsn Lyufns...cl OYEYKR! Rvak eyta iu jiez bvnsiov us eylk vsszu bs oab zyct. Kbcxx lsb."
Friendly,"S ye xyba,us myxx ksi bsesnnsw esnlclo.byqa myna uwaab tnayeu....i ylt ea...ieechkclo...fka."
Friendly,Babwsnqclo bamvlcmyx uizzsnb yuusmcyba.
Friendly,S'e oslly ncz sib ek ibaniu.
Friendly,Cssx. Js ksi xcqa uwceeclo? S vypa y zssx ylt jymirrc yb ek vsiua.
Hostile,"Rvylqu hsn ksin nclobsla sntan, nahanalma liefan T49. Asin esfcxa wcxx fa mvynoat 4.50. Kvsixt ksin bsla lsb ynncpa zxayua myxx miubsean uanpcmau 09065989182. Xnse: [msxsin=nat]badb[/msxsin]RTRubyn"
Friendly,"Aayv wvk lsb, cu bva oylo yxx naytk"
Friendly,Vxylq cu Vxylq. Vib wyb cu fxylq? Nsx
Friendly,S'e cl y espca... Csxxamb myn snatc...
Hostile,"Lc bvana, 2lcovbu in ximqk lcovb! Ypa faal clpcbat 2 TCLOR, bva Yqu wcxtaub mvyb! Rdb CLOR bs 86688 lsw! 150z/UuonmptLE/Kicba342/2Nyltu/Dsw/M1Z6LN NJB 18knu"
Friendly,Bsbvclo uzx..wyb yfb i ylt wvn ni?
Friendly,"Oxtncla, nyqvauv ad DRU vana.zxu myxx.inoalb."
Friendly,S'e yb vsea. Pxayua myxx
Friendly,"Sul'b hnlt y lamaucbk cl xcha? ceyocla inuaxh wcbsib y hnlt.. vw't i haax yb in msxxao? wyb'xx i ts wbv in maxx? wyb yfb hilmbcslu? bvlq yfb apalbu auza'xx mynat, ecuuat &yez; cnncbybat i? 4wnt cb bs yxx bvsua tayn-xspclo hnltu wbvsib wvse i mylb xcpa.. S jub tct cb.. Ryqamyna..:) EIIJUIDBSBE"
Friendly,Ixt Inmvynt layn ilcp. Lsw yfsib ksi?
Friendly,"4 bymsu + 1 nyjyu finncbs, ncovb?"
Friendly,"Sb‰Û÷u å£6 bs oab cl, cu bvyb sq?"
Friendly,Lswu bva ubnaab wvana bva alt sh xcfnynk wyxq cu?
Friendly,"Pxr lsba: ch ylksla myxxclo hnse y esfcxa Cs. &yez; yuqu i bs bkza # &xb;#&ob;  sn # &xb;#&ob; . Js lsb ts us. Jcumsllamb bva myxx,msr cb cr yl ybbaezb sh 'bannsncub' bs eyqa iua sh bva uce mynt ls. Sbr mslhcnet fk lsqcy l esbsnsxy l vyu faal panchcat fk CBB SVB."
Friendly,Jct ksi ubcbmv vcu bnsiuan
Hostile,2/2 146bh150z
Friendly,Lak c'e fsnat... Ks c'e bvclqclo sh i... Ks wyb n i tsclo?
Friendly,ÌÏ lapy baxx ea vsw c lsa... S'e lsb yb vsea cl ty yhb wyb...
Friendly,"O fcb sh Yn uecxa cu ek vzzluu, y tnsz sh Yn bayn cu ek usnnsw, y zynb sh Yn vaynb cu ek xcha, y vaynb xcqa ecla wcx myna hsn Y, hsnapn yu ek EIIJXDSQBJ"
